"Table 2.1b: Annual Mean Concentrations of PM2.5 in the UK at urban background monitoring sites, 2009 to 2024",,,,,
[z] is shorthand for 'Not Applicable',,,,,
Year,Site,Annual Mean PM2.5 concentration (µg/m3)[note 1],95% confidence interval for 'All sites' (+/-)[note 3],Data capture (%),Measurement Frequency[note 4]
2012,Wirral Tranmere,9.67192026886082,[z],98.2354280510018,Hourly
2013,Wirral Tranmere,10.7523549650018,[z],96.2214611872146,Hourly
2014,Wirral Tranmere,8.36755711775044,[z],64.9543378995434,Hourly
2015,Wirral Tranmere,7.2038310995137,[z],96.2442922374429,Hourly
2016,Wirral Tranmere,7.88756495468278,[z],94.2053734061931,Hourly
2017,Wirral Tranmere,6.89490078171978,[z],94.9200913242009,Hourly
2018,Wirral Tranmere,8.37605787937743,[z],93.8812785388128,Hourly
2019,Wirral Tranmere,8.01962722661319,[z],96.7694063926941,Hourly
2020,Wirral Tranmere,7.08676840297653,[z],99.4421675774135,Hourly
2021,Wirral Tranmere,7.1229875,[z],99.5433789954338,Hourly
2022,Wirral Tranmere,7.8338,[z],98.3447488584475,Hourly
2023,Wirral Tranmere,6.55182200460829,[z],99.0867579908676,Hourly
2024,Wirral Tranmere,7.00684672364672,[z],99.8975409836066,Hourly
2024,Worthing East Ten Acres,8.58513787878788,[z],37.568306010929,Hourly
2009,York Bootham,12.3135622615331,[z],98.7328767123288,Hourly
2010,York Bootham,13.5887577421994,[z],97.6826484018265,Hourly
2011,York Bootham,16.701300924341,[z],66.689497716895,Hourly
2012,York Bootham,10.1795640641218,[z],98.7135701275046,Hourly
2013,York Bootham,11.4890686332818,[z],95.9703196347032,Hourly
2014,York Bootham,12.4230473751601,[z],98.0707762557078,Hourly
2015,York Bootham,10.1895759717314,[z],96.9178082191781,Hourly
2016,York Bootham,9.80171858216971,[z],84.7905282331512,Hourly
2017,York Bootham,8.73834484459793,[z],92.5570776255708,Hourly
2018,York Bootham,10.7648584060222,[z],95.5365296803653,Hourly
2019,York Bootham,11.088134166867,[z],94.9543378995434,Hourly
2020,York Bootham,8.62350916021148,[z],92.5887978142077,Hourly
2021,York Bootham,8.36726329442283,[z],88.013698630137,Hourly
2022,York Bootham,8.21792022458767,[z],97.5913242009132,Hourly
2023,York Bootham,7.41636554376967,[z],97.9337899543379,Hourly
2024,York Bootham,7.73000707714083,[z],96.516393442623,Hourly
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
1. Annual means from individual monitoring sites are included in calculating the annual mean for ‘All sites’ if at least 75% data capture is achieved for the year concerned.,,,,,
2. The bounds of the 95% confidence interval can be obtained by adding/subtracting the values in column D from those in column C. This obtains the upper/lower bound respectively.,,,,,
3. Annual means from individual monitoring sites should be rounded to the nearest integer for reporting. Means have been left unrounded to allow users to compile means across multiple sites.,,,,,
"4. The data used contain both automatic hourly measured PM10 (the majority) and gravimetric daily measured PM10 for the small number of sites which use these techniques. There have been 8 sites at which the two were co-located for one or more years: Auchencorth Moss (rural), Belfast Centre (urban background), Birmingham Centre (urban background), Chilbolton Observatory (rural), Harwell (rural), London Marylebone Road (urban traffic), London North Kensington (urban background), and Manchester Piccadilly (urban background). In these cases the annual mean based on the automatic (hourly) dataset has been given priority, and is used in preference to the gravimetric (daily) value. The gravimetric value in only included where data capture for the automatic technique is less than 75%.",,,,,
